Time Ia Ib Ic Ia Ib Ic
0.0079799999999998431 4.3671732896655158e-06 0.18888285069351696 -0.18888721342591452 4.3671732896655158e-06 0.18888285069351696 -0.18888721342591452
0.0079899999999998427 4.2588155224621005e-06 0.18897698339515046 -0.1889812324407103 4.2588155224621005e-06 0.18897698339515046 -0.1889812324407103
0.0079999999999998423 4.1318060084449826e-06 0.1890684444560975 -0.1890725656039649 4.1318060084449826e-06 0.1890684444560975 -0.1890725656039649
0.0080099999999998419 4.0056846728475648e-06 0.18915719124379393 -0.18916121291567833 4.0056846728475648e-06 0.18915719124379393 -0.18916121291567833
0.0080199999999998415 3.8857805861880479e-06 0.18924326639080391 -0.18924713174328645 3.8857805861880479e-06 0.18924326639080391 -0.18924713174328645
0.0080299999999998411 3.7578828937512299e-06 0.18932665568627272 -0.18933040735191753 3.7578828937512299e-06 0.18932665568627272 -0.18933040735191753
0.0080399999999998407 3.6246561307962111e-06 0.18940734491934563 -0.18941099710900744 3.6246561307962111e-06 0.18940734491934563 -0.18941099710900744
0.0080499999999998403 3.5198510772715963e-06 0.18948534830087738 -0.18948885838199203 3.5198510772715963e-06 0.18948534830087738 -0.18948885838199203
0.0080599999999998399 3.3857361358968774e-06 0.18956065162001323 -0.18956406222514488 3.3857361358968774e-06 0.18956065162001323 -0.18956406222514488
0.0080699999999998395 3.2711611197555612e-06 0.18963326908760791 -0.1896365233733377 3.2711611197555612e-06 0.18963326908760791 -0.1896365233733377
0.008079999999999839 3.1397107136399427e-06 0.18970318649280671 -0.18970634130255348 3.1397107136399427e-06 0.18970318649280671 -0.18970634130255348
0.0080899999999998386 3.0162539133016253e-06 0.18977041804646433 -0.18977343074766395 3.0162539133016253e-06 0.18977041804646433 -0.18977343074766395
0.0080999999999998382 2.9123370381967106e-06 0.18983493532687135 -0.18983783434123325 2.9123370381967106e-06 0.18983493532687135 -0.18983783434123325
0.0081099999999998378 2.7684521342052903e-06 0.1898967809665919 -0.18989955208326137 2.7684521342052903e-06 0.1898967809665919 -0.18989955208326137
0.0081199999999998374 2.6414426201881724e-06 0.18995589812220715 -0.18995854134118417 2.6414426201881724e-06 0.18995589812220715 -0.18995854134118417
0.008129999999999837 2.5215385335286555e-06 0.19001234363713593 -0.19001485895842052 2.5215385335286555e-06 0.19001234363713593 -0.19001485895842052
0.0081399999999998366 2.4016344468691386e-06 0.19006606066795939 -0.19006846230240626 2.4016344468691386e-06 0.19006606066795939 -0.19006846230240626
0.0081499999999998362 2.2781776465308212e-06 0.19011709184724168 -0.19011936558399611 2.2781776465308212e-06 0.19011709184724168 -0.19011936558399611
0.0081599999999998358 2.1476154188349028e-06 0.19016542296412808 -0.19016758301404479 2.1476154188349028e-06 0.19016542296412808 -0.19016758301404479
0.0081699999999998354 2.0277113321753859e-06 0.19021103980776388 -0.19021305774913344 2.0277113321753859e-06 0.19021103980776388 -0.19021305774913344
0.008179999999999835 1.8944845692203671e-06 0.19025395658900379 -0.19025587505439034 1.8944845692203671e-06 0.19025395658900379 -0.19025587505439034
0.0081899999999998346 1.779909553079051e-06 0.19029418751870253 -0.19029596387554193 1.779909553079051e-06 0.19029418751870253 -0.19029596387554193
0.0081999999999998342 1.6537882174816332e-06 0.19033168996429595 -0.19033333842344291 1.6537882174816332e-06 0.19033168996429595 -0.19033333842344291
0.0082099999999998338 1.5294432387236157e-06 0.19036650655834819 -0.19036802711980272 1.5294432387236157e-06 0.19036650655834819 -0.19036802711980272
0.0082199999999998333 1.4050982599655981e-06 0.19039859466829512 -0.19040001575376664 1.4050982599655981e-06 0.19039859466829512 -0.19040001575376664
0.0082299999999998329 1.2825296380469808e-06 0.19042799692670087 -0.19042927590362524 1.2825296380469808e-06 0.19042799692670087 -0.19042927590362524
0.0082399999999998325 1.1581846592889633e-06 0.19045469912271074 -0.19045585020194267 1.1581846592889633e-06 0.19045469912271074 -0.19045585020194267
0.0082499999999998321 1.0391687510491465e-06 0.19047865862376057 -0.19047968180530006 1.0391687510491465e-06 0.19047865862376057 -0.19047968180530006
0.0082599999999998317 9.1837648596992949e-07 0.19049994648412394 -0.19050085597882571 9.1837648596992949e-07 0.19049994648412394 -0.19050085597882571
0.0082699999999998313 7.815970093361102e-07 0.19051850586038199 -0.19051928745739133 7.815970093361102e-07 0.19051850586038199 -0.19051928745739133
0.0082799999999998309 6.5547567373869242e-07 0.19053436517424416 -0.19053501887356106 6.5547567373869242e-07 0.19053436517424416 -0.19053501887356106
0.0082899999999998305 5.3468340865947539e-07 0.19054752442571044 -0.19054806443818961 5.3468340865947539e-07 0.19054752442571044 -0.19054806443818961
0.0082999999999998301 4.1744385725905886e-07 0.19055796940392611 -0.19055838151871285 4.1744385725905886e-07 0.19055796940392611 -0.19055838151871285
0.0083099999999998297 2.8421709430404007e-07 0.19056571431974589 -0.19056598432598548 2.8421709430404007e-07 0.19056571431974589 -0.19056598432598548
0.0083199999999998293 1.6164847238542279e-07 0.19057074496231508 -0.19057090128171694 1.6164847238542279e-07 0.19057074496231508 -0.19057090128171694
0.0083299999999998289 3.730349362740526e-08 0.19057304712077894 -0.19057308975334308 3.730349362740526e-08 0.19057304712077894 -0.19057308975334308
0.0083399999999998285 -7.9936057773011271e-08 0.19057266342770163 -0.19057256395171862 -7.9936057773011271e-08 0.19057266342770163 -0.19057256395171862
0.008349999999999828 -2.0961010704922955e-07 0.19056956546137371 -0.1905693665094077 -2.0961010704922955e-07 0.19056956546137371 -0.1905693665094077
0.0083599999999998276 -3.3573144264664734e-07 0.1905637532217952 -0.19056342637213675 -3.3573144264664734e-07 0.1905637532217952 -0.19056342637213675
0.0083699999999998272 -4.5830006456526462e-07 0.1905552551306755 -0.1905547861724699 -4.5830006456526462e-07 0.1905552551306755 -0.1905547861724699
0.0083799999999998268 -5.8975047068088315e-07 0.19054401434459578 -0.19054344591040717 -5.8975047068088315e-07 0.19054401434459578 -0.19054344591040717
0.0083899999999998264 -6.9988459472369868e-07 0.1905301019178296 -0.19052936295338441 -6.9988459472369868e-07 0.1905301019178296 -0.19052936295338441
0.008399999999999826 -8.2778228716051672e-07 0.19051344679610338 -0.19051263677738461 -8.2778228716051672e-07 0.19051344679610338 -0.19051263677738461
0.0084099999999998256 -9.6278540695493575e-07 0.19049410582283599 -0.19049315369557007 -9.6278540695493575e-07 0.19049410582283599 -0.19049315369557007
0.0084199999999998252 -1.0871303857129533e-06 0.190472050576318 -0.19047097055135964 -1.0871303857129533e-06 0.190472050576318 -0.19047097055135964
0.0084299999999998248 -1.2079226507921703e-06 0.19044729526740412 -0.19044608734475332 -1.2079226507921703e-06 0.19044729526740412 -0.19044608734475332
0.0084399999999998244 -1.3322676295501878e-06 0.19041982568523963 -0.19041851828660583 -1.3322676295501878e-06 0.19041982568523963 -0.19041851828660583
0.008449999999999824 -1.4530598946294049e-06 0.19038964182982454 -0.19038817811178887 -1.4530598946294049e-06 0.19038964182982454 -0.19038817811178887
0.0084599999999998236 -1.5667467323510209e-06 0.19035677212286828 -0.19035518050714018 -1.5667467323510209e-06 0.19035677212286828 -0.19035518050714018
0.0084699999999998232 -1.6910917111090384e-06 0.19032118814266141 -0.19031948284009559 -1.6910917111090384e-06 0.19032118814266141 -0.19031948284009559
0.0084799999999998227 -1.8260948309034575e-06 0.19028290410005866 -0.19028105668894568 -1.8260948309034575e-06 0.19028290410005866 -0.19028105668894568
0.0084899999999998223 -1.957545237019076e-06 0.1902419057842053 -0.1902399446862546 -1.957545237019076e-06 0.1902419057842053 -0.1902399446862546
0.0084999999999998219 -2.085442929455894e-06 0.19019820740595605 -0.19019613262116764 -2.085442929455894e-06 0.19019820740595605 -0.19019613262116764
0.0085099999999998215 -2.1991297671775101e-06 0.19015180896531092 -0.19014962049368478 -2.1991297671775101e-06 0.19015180896531092 -0.19014962049368478
0.0085199999999998211 -2.3234747459355276e-06 0.1901027104622699 -0.19010036567124189 -2.3234747459355276e-06 0.1901027104622699 -0.19010036567124189
0.0085299999999998207 -2.4549251520511461e-06 0.19005089768597827 -0.19004845341896726 -2.4549251520511461e-06 0.19005089768597827 -0.19004845341896726
0.0085399999999998203 -2.5650592760939617e-06 0.18999638484729076 -0.18999382689344202 -2.5650592760939617e-06 0.18999638484729076 -0.18999382689344202
0.0085499999999998199 -2.6965096822095802e-06 0.18993918615706207 -0.18993650030552089 -2.6965096822095802e-06 0.18993918615706207 -0.18993650030552089
0.0085599999999998195 -2.8173019472887972e-06 0.18987927319358278 -0.18987647365520388 -2.8173019472887972e-06 0.18987927319358278 -0.18987647365520388
0.0085699999999998191 -2.9487523534044158e-06 0.18981668858941703 -0.18981373273163626 -2.9487523534044158e-06 0.18981668858941703 -0.18981373273163626
0.0085799999999998187 -3.0695446184836328e-06 0.18975137550114596 -0.18974830595652747 -3.0695446184836328e-06 0.18975137550114596 -0.18974830595652747
0.0085899999999998183 -3.1938895972416503e-06 0.189683362350479 -0.18968019332987751 -3.1938895972416503e-06 0.189683362350479 -0.18968019332987751
0.0085999999999998179 -3.3217872896784684e-06 0.18961267755912559 -0.18960935221912223 -3.3217872896784684e-06 0.18961267755912559 -0.18960935221912223
0.0086099999999998175 -3.4354741274000844e-06 0.18953929270537628 -0.18953583946768049 -3.4354741274000844e-06 0.18953929270537628 -0.18953583946768049
0.008619999999999817 -3.5669245335157029e-06 0.18946320778923109 -0.18945964086469758 -3.5669245335157029e-06 0.18946320778923109 -0.18945964086469758
0.0086299999999998166 -3.6983749396313215e-06 0.18938443702154473 -0.18938074219931877 -3.6983749396313215e-06 0.18938443702154473 -0.18938074219931877
0.0086399999999998162 -3.815614491031738e-06 0.18930296619146247 -0.18929914347154408 -3.815614491031738e-06 0.18930296619146247 -0.18929914347154408
0.0086499999999998158 -3.929301328753354e-06 0.18921879529898433 -0.18921487310308294 -3.929301328753354e-06 0.18921879529898433 -0.18921487310308294
0.0086599999999998154 -4.0607517348689726e-06 0.18913196697667445 -0.18912788846137119 -4.0607517348689726e-06 0.18913196697667445 -0.18912788846137119
0.008669999999999815 -4.1886494273057906e-06 0.18904242438111396 -0.18903823217897298 -4.1886494273057906e-06 0.18904242438111396 -0.18903823217897298
0.0086799999999998146 -4.2987835513486061e-06 0.1889501959340123 -0.18894589004503359 -4.2987835513486061e-06 0.1889501959340123 -0.18894589004503359
0.0086899999999998142 -4.4337866711430252e-06 0.18885529584622418 -0.18885087627040775 -4.4337866711430252e-06 0.18885529584622418 -0.18885087627040775
0.0086999999999998138 -4.5474735088646412e-06 0.18875769569604017 -0.18875314822253131 -4.5474735088646412e-06 0.18875769569604017 -0.18875314822253131
0.0087099999999998134 -4.6718184876226587e-06 0.18865742390516971 -0.18865274853396841 -4.6718184876226587e-06 0.18865742390516971 -0.18865274853396841
0.008719999999999813 -4.7997161800594768e-06 0.18855446626275807 -0.18854967720471905 -4.7997161800594768e-06 0.18855446626275807 -0.18854967720471905
0.0087299999999998126 -4.9169557314598933e-06 0.18844883697965997 -0.18844392002392851 -4.9169557314598933e-06 0.18844883697965997 -0.18844392002392851
0.0087399999999998122 -5.0448534238967113e-06 0.18834053605587542 -0.18833549120245152 -5.0448534238967113e-06 0.18834053605587542 -0.18833549120245152
0.0087499999999998117 -5.1727511163335294e-06 0.18822954928054969 -0.18822436231857864 -5.1727511163335294e-06 0.18822954928054969 -0.18822436231857864
0.0087599999999998113 -5.3006488087703474e-06 0.18811586244282807 -0.18811057600487402 -5.3006488087703474e-06 0.18811586244282807 -0.18811057600487402
0.0087699999999998109 -5.4143356464919634e-06 0.18799953238612943 -0.18799411805048294 -5.4143356464919634e-06 0.18799953238612943 -0.18799411805048294
0.0087799999999998105 -5.5351279115711804e-06 0.18788051647788961 -0.1878749884554054 -5.5351279115711804e-06 0.18788051647788961 -0.1878749884554054
0.0087899999999998101 -5.6630256040079985e-06 0.18775884313981805 -0.1877531872196414 -5.6630256040079985e-06 0.18775884313981805 -0.1877531872196414
0.0087999999999998097 -5.7767124417296145e-06 0.18763448395020532 -0.18762872855404567 -5.7767124417296145e-06 0.18763448395020532 -0.18762872855404567
0.0088099999999998093 -5.9046101341664325e-06 0.18750746733076085 -0.18750155561519932 -5.9046101341664325e-06 0.18750746733076085 -0.18750155561519932
0.0088199999999998089 -6.0254023992456496e-06 0.18737779328148463 -0.1873717820899401 -6.0254023992456496e-06 0.18737779328148463 -0.1873717820899401
0.0088299999999998085 -6.1390892369672656e-06 0.18724544759152195 -0.18723929429143027 -6.1390892369672656e-06 0.18724544759152195 -0.18723929429143027
0.0088399999999998081 -6.2669869294040836e-06 0.18711043026087282 -0.18710417748479813 -6.2669869294040836e-06 0.18711043026087282 -0.18710417748479813
0.0088499999999998077 -6.3877791944833007e-06 0.18697278392210137 -0.18696638903747953 -6.3877791944833007e-06 0.18697278392210137 -0.18696638903747953
0.0088599999999998073 -6.5085714595625177e-06 0.18683245173178875 -0.18682594316032919 -6.5085714595625177e-06 0.18683245173178875 -0.18682594316032919
0.0088699999999998069 -6.6293637246417347e-06 0.1866894763224991 -0.1866828398533471 -6.6293637246417347e-06 0.1866894763224991 -0.1866828398533471
0.0088799999999998065 -6.7572614170785528e-06 0.18654384348337771 -0.18653707911653328 -6.7572614170785528e-06 0.18654384348337771 -0.18653707911653328
0.008889999999999806 -6.8780536821577698e-06 0.1863955674252793 -0.18638867516074242 -6.8780536821577698e-06 0.1863955674252793 -0.18638867516074242
0.0088999999999998056 -7.0059513745945878e-06 0.18624464814820385 -0.18623762798597454 -7.0059513745945878e-06 0.18624464814820385 -0.18623762798597454
0.0089099999999998052 -7.1125327849586029e-06 0.18609105723044195 -0.18608392338137492 -7.1125327849586029e-06 0.18609105723044195 -0.18608392338137492
0.0089199999999998048 -7.2404304773954209e-06 0.18593482309370302 -0.18592758976865298 -7.2404304773954209e-06 0.18593482309370302 -0.18592758976865298
0.0089299999999998044 -7.3612227424746379e-06 0.18577597415969649 -0.1857685987260993 -7.3612227424746379e-06 0.18577597415969649 -0.1857685987260993
0.008939999999999804 -7.489120434911456e-06 0.18561446779585822 -0.18560699288627802 -7.489120434911456e-06 0.18561446779585822 -0.18560699288627802
0.0089499999999998036 -7.609912699990673e-06 0.18545031821304292 -0.18544271540577029 -7.609912699990673e-06 0.18545031821304292 -0.18544271540577029
0.0089599999999998032 -7.723599537712289e-06 0.18528353962210531 -0.18527580891714024 -7.723599537712289e-06 0.18528353962210531 -0.18527580891714024
0.0089699999999998028 -7.8514972301491071e-06 0.18511413202304539 -0.18510627342038788 -7.8514972301491071e-06 0.18511413202304539 -0.18510627342038788
0.0089799999999998024 -7.9651840678707231e-06 0.18494209541586315 -0.18493410891551321 -7.9651840678707231e-06 0.18494209541586315 -0.18493410891551321
0.008989999999999802 -8.0930817603075411e-06 0.18476741558970389 -0.18475932961337094 -8.0930817603075411e-06 0.18476741558970389 -0.18475932961337094
0.0089999999999998016 -8.2209794527443592e-06 0.18459012096627703 -0.18458190709225164 -8.2209794527443592e-06 0.18459012096627703 -0.18458190709225164
0.0090099999999998012 -8.3204554357507732e-06 0.18441019733472785 -0.18440186977386475 -8.3204554357507732e-06 0.18441019733472785 -0.18440186977386475
0.0090199999999998007 -8.4483531281875912e-06 0.18422765890591108 -0.18421920344735554 -8.4483531281875912e-06 0.18422765890591108 -0.18421920344735554
0.0090299999999998003 -8.5762508206244092e-06 0.18404250567982672 -0.18403392232357874 -8.5762508206244092e-06 0.18404250567982672 -0.18403392232357874
0.0090399999999997999 -8.6828322309884243e-06 0.18385470923476532 -0.18384602640253433 -8.6828322309884243e-06 0.18385470923476532 -0.18384602640253433
0.0090499999999997995 -8.8107299234252423e-06 0.18366432641414576 -0.18365552989507705 -8.8107299234252423e-06 0.18366432641414576 -0.18365552989507705
0.0090599999999997991 -8.9386276158620603e-06 0.18347134300711332 -0.18346240437949746 -8.9386276158620603e-06 0.18347134300711332 -0.18346240437949746
0.0090699999999997987 -9.0452090262260754e-06 0.18327573059195856 -0.18326667827750498 -9.0452090262260754e-06 0.18327573059195856 -0.18326667827750498
0.0090799999999997983 -9.1660012913052924e-06 0.18307751759039093 -0.18306833737824491 -9.1660012913052924e-06 0.18307751759039093 -0.18306833737824491
0.0090899999999997979 -9.2867935563845094e-06 0.18287671821326512 -0.18286741010342666 -9.2867935563845094e-06 0.18287671821326512 -0.18286741010342666
0.0090999999999997975 -9.4075858214637265e-06 0.18267327561716229 -0.18266388224219554 -9.4075858214637265e-06 0.18267327561716229 -0.18266388224219554
0.0091099999999997971 -9.5354835139005445e-06 0.18246728927806544 -0.18245773958369682 -9.5354835139005445e-06 0.18246728927806544 -0.18245773958369682
0.0091199999999997967 -9.6420649242645595e-06 0.18225868814170099 -0.18224903897134936 -9.6420649242645595e-06 0.18225868814170099 -0.18224903897134936
0.0091299999999997963 -9.7699626167013776e-06 0.18204750062977837 -0.18203773777258903 -9.7699626167013776e-06 0.18204750062977837 -0.18203773777258903
0.0091399999999997959 -9.8836494544229936e-06 0.18183369832058816 -0.18182382177656109 -9.8836494544229936e-06 0.18183369832058816 -0.18182382177656109
0.0091499999999997954 -1.0004441719502211e-05 0.1816173380575492 -0.18160734782668442 -1.0004441719502211e-05 0.1816173380575492 -0.18160734782668442
0.009159999999999795 -1.0118128557223827e-05 0.18139839141895209 -0.18138828750124958 -1.0118128557223827e-05 0.18139839141895209 -0.18138828750124958
0.0091699999999997946 -1.0253131677018246e-05 0.18117688682650623 -0.18116665501111129 -1.0253131677018246e-05 0.18117688682650623 -0.18116665501111129
0.0091799999999997942 -1.0366818514739862e-05 0.1809527816476475 -0.18094242193456012 -1.0366818514739862e-05 0.1809527816476475 -0.18094242193456012
0.0091899999999997938 -1.0480505352461478e-05 0.18072611851494003 -0.18071564511501492 -1.0480505352461478e-05 0.18072611851494003 -0.18071564511501492
0.0091999999999997934 -1.0601297617540695e-05 0.18049686900667439 -0.18048628191991156 -1.0601297617540695e-05 0.18049686900667439 -0.18048628191991156
0.009209999999999793 -1.0714984455262311e-05 0.18026507575541473 -0.18025436077095947 -1.0714984455262311e-05 0.18026507575541473 -0.18025436077095947
0.0092199999999997926 -1.0842882147699129e-05 0.18003071033945162 -0.18001986745730392 -1.0842882147699129e-05 0.18003071033945162 -0.18001986745730392
0.0092299999999997922 -1.0949463558063144e-05 0.17979378696963977 -0.17978283040065435 -1.0949463558063144e-05 0.17979378696963977 -0.17978283040065435
0.0092399999999997918 -1.106315039578476e-05 0.1795543198568339 -0.17954323539015604 -1.106315039578476e-05 0.1795543198568339 -0.17954323539015604
0.0092499999999997914 -1.1183942660863977e-05 0.17931228057932458 -0.179301082425809 -1.1183942660863977e-05 0.17931228057932458 -0.179301082425809
0.009259999999999791 -1.1304734925943194e-05 0.17906769755882124 -0.17905639992932265 -1.1304734925943194e-05 0.17906769755882124 -0.17905639992932265
0.0092699999999997906 -1.1411316336307209e-05 0.17882057079532387 -0.17880915947898757 -1.1411316336307209e-05 0.17882057079532387 -0.17880915947898757
0.0092799999999997902 -1.1539214028744027e-05 0.17857090028883249 -0.17855937528565846 -1.1539214028744027e-05 0.17857090028883249 -0.17855937528565846
0.0092899999999997897 -1.163158458439284e-05 0.17831868603934709 -0.17830704734933533 -1.163158458439284e-05 0.17831868603934709 -0.17830704734933533
0.0092999999999997893 -1.1766587704187259e-05 0.1780639706794318 -0.17805220409172762 -1.1766587704187259e-05 0.1780639706794318 -0.17805220409172762
0.0093099999999997889 -1.1873169114551274e-05 0.17780668315481307 -0.17779481709112588 -1.1873169114551274e-05 0.17780668315481307 -0.17779481709112588
0.0093199999999997885 -1.1993961379630491e-05 0.17754689451976446 -0.17753490055838483 -1.1993961379630491e-05 0.17754689451976446 -0.17753490055838483
0.0093299999999997881 -1.2114753644709708e-05 0.17728459056343127 -0.17727245449350448 -1.2114753644709708e-05 0.17728459056343127 -0.17727245449350448
0.0093399999999997877 -1.2228440482431324e-05 0.17701972865324933 -0.17700750731819426 -1.2228440482431324e-05 0.17701972865324933 -0.17700750731819426
0.0093499999999997873 -1.234212732015294e-05 0.17675237984349224 -0.17674004482159944 -1.234212732015294e-05 0.17675237984349224 -0.17674004482159944
0.0093599999999997869 -1.2470025012589758e-05 0.17648252992330526 -0.17647005279286532 -1.2470025012589758e-05 0.17648252992330526 -0.17647005279286532
0.0093699999999997865 -1.2569500995596172e-05 0.17621015047097899 -0.17619757386455603 -1.2569500995596172e-05 0.17621015047097899 -0.17619757386455603
0.0093799999999997861 -1.2704504115390591e-05 0.17593526990822284 -0.17592256540410744 -1.2704504115390591e-05 0.17593526990822284 -0.17592256540410744
0.0093899999999997857 -1.2811085525754606e-05 0.17565790244589152 -0.1756450700440837 -1.2811085525754606e-05 0.17565790244589152 -0.1756450700440837
0.0093999999999997853 -1.2917666936118621e-05 0.17537801966227562 -0.17536507357363007 -1.2917666936118621e-05 0.17537801966227562 -0.17536507357363007
0.0094099999999997849 -1.3038459201197838e-05 0.17509564997908456 -0.17508261862531072 -1.3038459201197838e-05 0.17509564997908456 -0.17508261862531072
0.0094199999999997844 -1.3152146038919454e-05 0.17481079339631833 -0.17479763414485205 -1.3152146038919454e-05 0.17481079339631833 -0.17479763414485205
0.009429999999999784 -1.3272938303998671e-05 0.17452344991397695 -0.17451019118652766 -1.3272938303998671e-05 0.17452344991397695 -0.17451019118652766
0.0094399999999997836 -1.3365308859647484e-05 0.1742336195320604 -0.1742202471177734 -1.3365308859647484e-05 0.1742336195320604 -0.1742202471177734
0.0094499999999997832 -1.3486101124726702e-05 0.17394133067227813 -0.17392783036029869 -1.3486101124726702e-05 0.17394133067227813 -0.17392783036029869
0.0094599999999997828 -1.361399881716352e-05 0.17364655491292069 -0.17363294091410353 -1.361399881716352e-05 0.17364655491292069 -0.17363294091410353
0.0094699999999997824 -1.3713474800169934e-05 0.17334932067569753 -0.17333559299004264 -1.3713474800169934e-05 0.17334932067569753 -0.17333559299004264
0.009479999999999782 -1.382716163789155e-05 0.17304961374975392 -0.17303578658811603 -1.382716163789155e-05 0.17304961374975392 -0.17303578658811603
0.0094899999999997816 -1.3933743048255565e-05 0.17274744834594458 -0.17273350749746896 -1.3933743048255565e-05 0.17274744834594458 -0.17273350749746896
0.0094999999999997812 -1.4054535313334782e-05 0.17244283867512422 -0.17242876992895617 -1.4054535313334782e-05 0.17244283867512422 -0.17242876992895617
0.0095099999999997808 -1.4168222151056398e-05 0.17213577052643814 -0.17212158809343236 -1.4168222151056398e-05 0.17213577052643814 -0.17212158809343236
0.0095199999999997804 -1.4281908988778014e-05 0.17182625811074104 -0.17181197620175226 -1.4281908988778014e-05 0.17182625811074104 -0.17181197620175226
0.00952999999999978 -1.4381384971784428e-05 0.17151431563888764 -0.17149989162135171 -1.4381384971784428e-05 0.17151431563888764 -0.17149989162135171
0.0095399999999997796 -1.4495071809506044e-05 0.17119990047831379 -0.17118540540650429 -1.4495071809506044e-05 0.17119990047831379 -0.17118540540650429
0.0095499999999997792 -1.460875864722766e-05 0.17088308368329308 -0.17086844650293642 -1.460875864722766e-05 0.17088308368329308 -0.17086844650293642
0.0095599999999997787 -1.4722445484949276e-05 0.17056382262126135 -0.17054911438663112 -1.4722445484949276e-05 0.17056382262126135 -0.17054911438663112
0.0095699999999997783 -1.4850343177386094e-05 0.17024214571392804 -0.17022729537075065 -1.4850343177386094e-05 0.17024214571392804 -0.17022729537075065
0.0095799999999997779 -1.496403001510771e-05 0.16991805296129314 -0.16990310314213275 -1.496403001510771e-05 0.16991805296129314 -0.16990310314213275
0.0095899999999997775 -1.5063505998114124e-05 0.16959154436335666 -0.16957648085735855 -1.5063505998114124e-05 0.16959154436335666 -0.16957648085735855
0.0095999999999997771 -1.5191403690550942e-05 0.1692626199201186 -0.16924744272728276 -1.5191403690550942e-05 0.1692626199201186 -0.16924744272728276
0.0096099999999997767 -1.5290879673557356e-05 0.16893129384243366 -0.16891598875190539 -1.5290879673557356e-05 0.16893129384243366 -0.16891598875190539
0.0096199999999997763 -1.539035565656377e-05 0.16859756613030186 -0.16858216156379058 -1.539035565656377e-05 0.16859756613030186 -0.16858216156379058
0.0096299999999997759 -1.5504042494285386e-05 0.16826143678372318 -0.16824591853037418 -1.5504042494285386e-05 0.16826143678372318 -0.16824591853037418
0.0096399999999997755 -1.56035184772918e-05 0.16792290580269764 -0.16790730228422035 -1.56035184772918e-05 0.16792290580269764 -0.16790730228422035
0.0096499999999997751 -1.5717205315013416e-05 0.16758201581978938 -0.16756628440361965 -1.5717205315013416e-05 0.16758201581978938 -0.16756628440361965
0.0096599999999997747 -1.5830892152735032e-05 0.16723872420243424 -0.16722287909942679 -1.5830892152735032e-05 0.16723872420243424 -0.16722287909942679
0.0096699999999997743 -1.5916157281026244e-05 0.16689304516148695 -0.16687711479335121 -1.5916157281026244e-05 0.16689304516148695 -0.16687711479335121
0.0096799999999997739 -1.6044054973463062e-05 0.16654502132951166 -0.16652896306368348 -1.6044054973463062e-05 0.16654502132951166 -0.16652896306368348
0.0096899999999997734 -1.6157741811184678e-05 0.16619462428479892 -0.16617846654298774 -1.6157741811184678e-05 0.16619462428479892 -0.16617846654298774
0.009699999999999773 -1.6271428648906294e-05 0.16584185402734875 -0.16582559680955455 -1.6271428648906294e-05 0.16584185402734875 -0.16582559680955455
0.0097099999999997726 -1.638511548662791e-05 0.16548673897887056 -0.16547035386338393 -1.638511548662791e-05 0.16548673897887056 -0.16547035386338393
0.0097199999999997722 -1.6484591469634324e-05 0.16512926492850966 -0.16511278033704002 -1.6484591469634324e-05 0.16512926492850966 -0.16511278033704002
0.0097299999999997718 -0.16531164703792456 0.16532807478597533 -1.6399326341343112e-05 -0.16531164703792456 0.16532807478597533 -1.6399326341343112e-05
0.0097399999999997714 -0.16566799843076296 0.16568431249197602 -1.63140612130519e-05 -0.16566799843076296 0.16568431249197602 -1.63140612130519e-05
0.009749999999999771 -0.16602193397829978 0.1660381201418204 -1.6214585230045486e-05 -0.16602193397829978 0.1660381201418204 -1.6214585230045486e-05
0.0097599999999997706 -0.16637346789138974 0.16638956878978206 -1.610089839232387e-05 -0.16637346789138974 0.16638956878978206 -1.610089839232387e-05
0.0097699999999997702 -0.1667226712243064 0.166738658435861 -1.5987211554602254e-05 -0.1667226712243064 0.166738658435861 -1.5987211554602254e-05
0.0097799999999997698 -0.16706950134448562 0.1670853748692025 -1.588773557159584e-05 -0.16706950134448562 0.1670853748692025 -1.588773557159584e-05
0.0097899999999997694 -0.16741397246278211 0.16742973230066127 -1.5774048733874224e-05 -0.16741397246278211 0.16742973230066127 -1.5774048733874224e-05
0.009799999999999769 -0.16775601352492231 0.16777170230852789 -1.5660361896152608e-05 -0.16775601352492231 0.16777170230852789 -1.5660361896152608e-05
0.0098099999999997686 -0.1680957097960345 0.16811127068194764 -1.5546675058430992e-05 -0.1680957097960345 0.16811127068194764 -1.5546675058430992e-05
0.0098199999999997682 -0.16843300443269982 0.16844845163177524 -1.5432988220709376e-05 -0.16843300443269982 0.16844845163177524 -1.5432988220709376e-05
0.0098299999999997677 -0.1687679258566277 0.1687832593688654 -1.5333512237702962e-05 -0.1687679258566277 0.1687832593688654 -1.5333512237702962e-05
0.0098399999999997673 -0.169100431435254 0.16911563704979926 -1.5219825399981346e-05 -0.169100431435254 0.16911563704979926 -1.5219825399981346e-05
0.0098499999999997669 -0.16943053537943342 0.16944564151799568 -1.510613856225973e-05 -0.16943053537943342 0.16944564151799568 -1.510613856225973e-05
0.0098599999999997665 -0.16975822347831127 0.1697732159300358 -1.5006662579253316e-05 -0.16975822347831127 0.1697732159300358 -1.5006662579253316e-05
0.0098699999999997661 -0.17008350994274224 0.17009840291848377 -1.48929757415317e-05 -0.17008350994274224 0.17009840291848377 -1.48929757415317e-05
