Time	VR	Vcn	Vbn	Van	Vbc	Vac	Vab	Vca
0.00731	164.013	-118.862	73.7076	45.1543	192.57	-164.016	-28.5533	164.016
0.00732	163.531	-118.799	74.0641	44.7349	192.863	-163.534	-29.3292	163.534
0.00733	163.046	-118.734	74.4195	44.3148	193.154	-163.049	-30.1047	163.049
0.00734	162.559	-118.668	74.7739	43.8941	193.442	-162.562	-30.8798	162.562
0.00735	162.07	-118.6	75.1271	43.4727	193.727	-162.073	-31.6544	162.073
0.00736	161.578	-118.53	75.4794	43.0508	194.01	-161.581	-32.4286	161.581
0.00737	161.084	-118.459	75.8305	42.6282	194.289	-161.087	-33.2024	161.087
0.00738	160.588	-118.386	76.1806	42.205	194.566	-160.591	-33.9756	160.591
0.00739	160.089	-118.311	76.5296	41.7812	194.841	-160.092	-34.7484	160.092
0.0074	159.588	-118.234	76.8775	41.3568	195.112	-159.591	-35.5207	159.591
0.00741	159.085	-118.156	77.2243	40.9319	195.381	-159.088	-36.2925	159.088
0.00742	158.58	-118.077	77.57	40.5063	195.647	-158.583	-37.0637	158.583
0.00743	158.072	-117.995	77.9147	40.0802	195.91	-158.075	-37.8345	158.075
0.00744	157.562	-117.912	78.2582	39.6535	196.17	-157.565	-38.6047	157.565
0.00745	157.05	-117.827	78.6006	39.2262	196.428	-157.053	-39.3743	157.053
0.00746	156.536	-117.74	78.9418	38.7984	196.682	-156.539	-40.1434	156.539
0.00747	156.019	-117.652	79.282	38.3701	196.934	-156.022	-40.9119	156.022
0.00748	155.5	-117.562	79.621	37.9412	197.183	-155.503	-41.6799	155.503
0.00749	154.979	-117.471	79.9589	37.5117	197.43	-154.982	-42.4472	154.982
0.0075	154.456	-117.378	80.2957	37.0817	197.673	-154.459	-43.2139	154.459
0.00751	153.931	-117.283	80.6313	36.6512	197.914	-153.934	-43.9801	153.934
0.00752	153.403	-117.186	80.9658	36.2202	198.152	-153.406	-44.7456	153.406
0.00753	152.873	-117.088	81.2991	35.7886	198.387	-152.877	-45.5104	152.877
0.00754	152.342	-116.988	81.6313	35.3566	198.619	-152.345	-46.2747	152.345
0.00755	151.807	-116.886	81.9623	34.924	198.849	-151.81	-47.0382	151.81
0.00756	151.271	-116.783	82.2921	34.491	199.075	-151.274	-47.8011	151.274
0.00757	150.733	-116.678	82.6208	34.0574	199.299	-150.736	-48.5633	150.736
0.00758	150.192	-116.572	82.9483	33.6234	199.52	-150.195	-49.3249	150.195
0.00759	149.65	-116.464	83.2746	33.1889	199.738	-149.653	-50.0857	149.653
0.0076	149.105	-116.354	83.5997	32.7539	199.954	-149.108	-50.8458	149.108
0.00761	148.558	-116.242	83.9237	32.3185	200.166	-148.561	-51.6052	148.561
0.00762	148.009	-116.129	84.2464	31.8826	200.376	-148.012	-52.3638	148.012
0.00763	147.458	-116.014	84.568	31.4462	200.582	-147.461	-53.1218	147.461
0.00764	146.904	-115.898	84.8883	31.0094	200.786	-146.907	-53.8789	146.907
0.00765	146.349	-115.78	85.2075	30.5722	200.987	-146.352	-54.6353	146.352
0.00766	145.792	-115.66	85.5254	30.1345	201.186	-145.795	-55.3909	145.795
0.00767	145.232	-115.539	85.8422	29.6964	201.381	-145.235	-56.1457	145.235
0.00768	144.671	-115.416	86.1577	29.2579	201.573	-144.674	-56.8998	144.674
0.00769	144.107	-115.291	86.4719	28.8189	201.763	-144.11	-57.653	144.11
0.0077	143.541	-115.165	86.785	28.3796	201.95	-143.544	-58.4054	143.544
0.00771	142.974	-115.037	87.0968	27.9398	202.134	-142.977	-59.157	142.977
0.00772	142.404	-114.907	87.4074	27.4997	202.315	-142.407	-59.9077	142.407
0.00773	141.832	-114.776	87.7167	27.0591	202.493	-141.835	-60.6576	141.835
0.00774	141.259	-114.643	88.0248	26.6182	202.668	-141.261	-61.4066	141.261
0.00775	140.683	-114.509	88.3317	26.1769	202.84	-140.686	-62.1547	140.686
0.00776	140.105	-114.373	88.6372	25.7352	203.01	-140.108	-62.902	140.108
0.00777	139.525	-114.235	88.9416	25.2932	203.176	-139.528	-63.6484	139.528
0.00778	138.944	-114.096	89.2446	24.8508	203.34	-138.946	-64.3938	138.946
0.00779	138.36	-113.955	89.5464	24.408	203.501	-138.363	-65.1384	138.363
0.0078	137.774	-113.812	89.8469	23.9649	203.659	-137.777	-65.882	137.777
0.00781	137.187	-113.668	90.1462	23.5215	203.814	-137.189	-66.6247	137.189
0.00782	136.597	-113.522	90.4441	23.0777	203.966	-136.6	-67.3664	136.6
0.00783	136.005	-113.375	90.7408	22.6336	204.115	-136.008	-68.1072	136.008
0.00784	135.412	-113.225	91.0362	22.1892	204.262	-135.415	-68.847	135.415
0.00785	134.817	-113.075	91.3303	21.7444	204.405	-134.819	-69.5859	134.819
0.00786	134.219	-112.923	91.6231	21.2994	204.546	-134.222	-70.3237	134.222
0.00787	133.62	-112.769	91.9146	20.854	204.683	-133.623	-71.0605	133.623
0.00788	133.019	-112.613	92.2047	20.4084	204.818	-133.022	-71.7964	133.022
0.00789	132.416	-112.456	92.4936	19.9624	204.95	-132.419	-72.5312	132.419
0.0079	131.811	-112.298	92.7812	19.5162	205.079	-131.814	-73.265	131.814
0.00791	131.204	-112.137	93.0674	19.0697	205.205	-131.207	-73.9977	131.207
0.00792	130.596	-111.975	93.3523	18.6229	205.328	-130.598	-74.7294	130.598
0.00793	129.985	-111.812	93.6359	18.1759	205.448	-129.988	-75.4601	129.988
0.00794	129.373	-111.647	93.9182	17.7286	205.565	-129.375	-76.1896	129.375
0.00795	128.759	-111.48	94.1991	17.281	205.679	-128.761	-76.9181	128.761
0.00796	128.143	-111.312	94.4787	16.8332	205.791	-128.145	-77.6455	128.145
0.00797	127.525	-111.142	94.757	16.3852	205.899	-127.527	-78.3717	127.527
0.00798	126.905	-110.971	95.0339	15.9369	206.005	-126.908	-79.0969	126.908
0.00799	126.284	-110.798	95.3094	15.4884	206.107	-126.286	-79.8209	126.286
0.008	125.661	-110.623	95.5836	15.0397	206.207	-125.663	-80.5439	125.663
0.00801	125.036	-110.447	95.8564	14.5908	206.304	-125.038	-81.2656	125.038
0.00802	124.409	-110.27	96.1279	14.1417	206.398	-124.411	-81.9862	124.411
0.00803	123.78	-110.09	96.398	13.6923	206.488	-123.783	-82.7057	123.783
0.00804	123.15	-109.91	96.6667	13.2428	206.576	-123.152	-83.4239	123.152
0.00805	122.518	-109.727	96.9341	12.7931	206.661	-122.52	-84.141	122.52
0.00806	121.884	-109.543	97.2001	12.3432	206.743	-121.887	-84.8569	121.887
0.00807	121.249	-109.358	97.4647	11.8931	206.823	-121.251	-85.5716	121.251
0.00808	120.611	-109.171	97.7279	11.4429	206.899	-120.614	-86.285	120.614
0.00809	119.972	-108.982	97.9897	10.9925	206.972	-119.975	-86.9973	119.975
0.0081	119.332	-108.792	98.2502	10.5419	207.042	-119.334	-87.7083	119.334
0.00811	118.689	-108.601	98.5092	10.0912	207.11	-118.692	-88.418	118.692
0.00812	118.045	-108.407	98.7668	9.64034	207.174	-118.048	-89.1265	118.048
0.00813	117.4	-108.213	99.0231	9.18934	207.236	-117.402	-89.8337	117.402
0.00814	116.752	-108.016	99.2779	8.73822	207.294	-116.754	-90.5397	116.754
0.00815	116.103	-107.818	99.5313	8.28697	207.35	-116.105	-91.2444	116.105
0.00816	115.452	-107.619	99.7833	7.83561	207.402	-115.455	-91.9477	115.455
0.00817	114.8	-107.418	100.034	7.38413	207.452	-114.802	-92.6498	114.802
0.00818	114.146	-107.216	100.283	6.93255	207.499	-114.148	-93.3505	114.148
0.00819	113.49	-107.012	100.531	6.48087	207.543	-113.493	-94.05	113.493
0.0082	112.833	-106.806	100.777	6.02909	207.583	-112.835	-94.748	112.835
0.00821	112.174	-106.599	101.022	5.57723	207.621	-112.177	-95.4448	112.177
0.00822	111.514	-106.391	101.265	5.1253	207.656	-111.516	-96.1402	111.516
0.00823	110.852	-106.181	101.507	4.67329	207.688	-110.854	-96.8342	110.854
0.00824	110.188	-105.969	101.748	4.22121	207.717	-110.191	-97.5268	110.191
0.00825	109.523	-105.756	101.987	3.76907	207.743	-109.525	-98.2181	109.525
0.00826	108.856	-105.542	102.225	3.31688	207.767	-108.859	-98.9079	108.859
0.00827	108.188	-105.326	102.461	2.86464	207.787	-108.19	-99.5964	108.19
0.00828	107.518	-105.108	102.696	2.41237	207.804	-107.521	-100.283	107.521
0.00829	106.847	-104.889	102.929	1.96005	207.818	-106.849	-100.969	106.849
0.0083	106.174	-104.669	103.161	1.50771	207.83	-106.176	-101.653	106.176
0.00831	105.5	-104.447	103.391	1.05535	207.838	-105.502	-102.336	105.502
0.00832	104.824	-104.223	103.62	0.602974	207.843	-104.826	-103.017	104.826
0.00833	104.147	-103.998	103.848	0.150588	207.846	-104.149	-103.697	104.149
0.00834	207.841	-103.772	104.073	-0.301592	207.845	-103.47	-104.375	103.47
0.00835	207.837	-103.544	104.298	-0.753977	207.841	-102.79	-105.052	102.79
0.00836	207.831	-103.314	104.521	-1.20635	207.835	-102.108	-105.727	102.108
0.00837	207.821	-103.084	104.742	-1.65871	207.826	-101.425	-106.401	101.425
0.00838	207.809	-102.851	104.962	-2.11104	207.813	-100.74	-107.073	100.74
0.00839	207.794	-102.617	105.181	-2.56334	207.798	-100.054	-107.744	100.054
0.0084	207.776	-102.382	105.398	-3.01561	207.78	-99.3666	-108.413	99.3666
0.00841	207.755	-102.146	105.613	-3.46784	207.759	-98.6777	-109.081	98.6777
0.00842	207.73	-101.907	105.827	-3.92001	207.735	-97.9874	-109.747	97.9874
0.00843	207.703	-101.668	106.04	-4.37213	207.707	-97.2956	-110.412	97.2956
0.00844	207.673	-101.427	106.251	-4.82419	207.677	-96.6025	-111.075	96.6025
0.00845	207.64	-101.184	106.46	-5.27617	207.644	-95.9081	-111.736	95.9081
0.00846	207.604	-100.94	106.668	-5.72809	207.609	-95.2122	-112.396	95.2122
0.00847	207.566	-100.695	106.875	-6.17992	207.57	-94.5151	-113.055	94.5151
0.00848	207.524	-100.448	107.08	-6.63166	207.528	-93.8165	-113.711	93.8165
0.00849	207.479	-100.2	107.283	-7.08331	207.483	-93.1167	-114.366	93.1167
0.0085	207.431	-99.9503	107.485	-7.53486	207.435	-92.4155	-115.02	92.4155
0.00851	207.381	-99.6993	107.685	-7.9863	207.385	-91.713	-115.672	91.713
0.00852	207.327	-99.4468	107.884	-8.43763	207.331	-91.0092	-116.322	91.0092
0.00853	207.27	-99.1929	108.082	-8.88884	207.274	-90.3041	-116.97	90.3041
0.00854	207.211	-98.9376	108.277	-9.33992	207.215	-89.5977	-117.617	89.5977
0.00855	207.148	-98.6809	108.472	-9.79087	207.153	-88.89	-118.262	88.89
0.00856	207.083	-98.4228	108.664	-10.2417	207.087	-88.1811	-118.906	88.1811
0.00857	207.015	-98.1633	108.855	-10.6923	207.019	-87.471	-119.548	87.471
0.00858	206.943	-97.9024	109.045	-11.1429	206.947	-86.7595	-120.188	86.7595
0.00859	206.869	-97.6401	109.233	-11.5932	206.873	-86.0469	-120.826	86.0469
0.0086	206.792	-97.3764	109.42	-12.0434	206.796	-85.333	-121.463	85.333
0.00861	206.712	-97.1114	109.605	-12.4934	206.716	-84.6179	-122.098	84.6179
0.00862	206.629	-96.8449	109.788	-12.9433	206.633	-83.9017	-122.731	83.9017
0.00863	206.543	-96.5771	109.97	-13.3929	206.547	-83.1842	-123.363	83.1842
0.00864	206.454	-96.3079	110.15	-13.8424	206.458	-82.4655	-123.992	82.4655
0.00865	206.362	-96.0374	110.329	-14.2917	206.366	-81.7457	-124.62	81.7457
0.00866	206.267	-95.7654	110.506	-14.7407	206.271	-81.0247	-125.247	81.0247
0.00867	206.17	-95.4921	110.682	-15.1896	206.174	-80.3026	-125.871	80.3026
0.00868	206.069	-95.2175	110.856	-15.6382	206.073	-79.5793	-126.494	79.5793
0.00869	205.965	-94.9415	111.028	-16.0866	205.969	-78.8549	-127.115	78.8549
0.0087	205.859	-94.6641	111.199	-16.5348	205.863	-78.1293	-127.734	78.1293
0.00871	205.749	-94.3855	111.368	-16.9828	205.753	-77.4027	-128.351	77.4027
0.00872	205.637	-94.1054	111.536	-17.4305	205.641	-76.6749	-128.966	76.6749
0.00873	205.522	-93.824	111.702	-17.878	205.526	-75.9461	-129.58	75.9461
0.00874	205.404	-93.5413	111.866	-18.3252	205.408	-75.2162	-130.192	75.2162
0.00875	205.282	-93.2573	112.029	-18.7721	205.287	-74.4852	-130.801	74.4852
0.00876	205.158	-92.972	112.191	-19.2188	205.163	-73.7531	-131.409	73.7531
0.00877	205.031	-92.6853	112.35	-19.6652	205.036	-73.02	-132.016	73.02
0.00878	204.902	-92.3973	112.508	-20.1114	204.906	-72.2859	-132.62	72.2859
0.00879	204.769	-92.108	112.665	-20.5572	204.773	-71.5507	-133.222	71.5507
0.0088	204.633	-91.8173	112.82	-21.0028	204.637	-70.8146	-133.823	70.8146
0.00881	204.495	-91.5254	112.973	-21.448	204.499	-70.0774	-134.421	70.0774
0.00882	204.353	-91.2322	113.125	-21.893	204.357	-69.3392	-135.018	69.3392
0.00883	204.209	-90.9377	113.275	-22.3376	204.213	-68.6	-135.613	68.6
0.00884	204.061	-90.6418	113.424	-22.7819	204.065	-67.8599	-136.206	67.8599
0.00885	203.911	-90.3447	113.57	-23.2259	203.915	-67.1188	-136.796	67.1188
0.00886	203.758	-90.0464	113.716	-23.6696	203.762	-66.3768	-137.385	66.3768
0.00887	203.602	-89.7467	113.859	-24.1129	203.606	-65.6338	-137.972	65.6338
0.00888	203.443	-89.4457	114.001	-24.5559	203.447	-64.8898	-138.557	64.8898
0.00889	203.281	-89.1435	114.142	-24.9986	203.285	-64.145	-139.14	64.145
0.0089	203.117	-88.8401	114.281	-25.4409	203.121	-63.3992	-139.722	63.3992
0.00891	202.949	-88.5353	114.418	-25.8828	202.953	-62.6525	-140.301	62.6525
0.00892	202.779	-88.2293	114.553	-26.3243	202.783	-61.905	-140.878	61.905
0.00893	202.605	-87.9221	114.687	-26.7655	202.609	-61.1565	-141.453	61.1565
0.00894	202.429	-87.6135	114.82	-27.2063	202.433	-60.4072	-142.026	60.4072
0.00895	202.25	-87.3038	114.95	-27.6467	202.254	-59.6571	-142.597	59.6571
0.00896	202.068	-86.9928	115.079	-28.0868	202.072	-58.9061	-143.166	58.9061
0.00897	201.883	-86.6806	115.207	-28.5264	201.887	-58.1542	-143.733	58.1542
0.00898	201.696	-86.3671	115.333	-28.9656	201.7	-57.4015	-144.298	57.4015
0.00899	201.505	-86.0524	115.457	-29.4044	201.509	-56.648	-144.861	56.648
0.009	201.312	-85.7365	115.579	-29.8428	201.316	-55.8937	-145.422	55.8937
0.00901	201.115	-85.4194	115.7	-30.2808	201.119	-55.1386	-145.981	55.1386
0.00902	200.916	-85.101	115.819	-30.7183	200.92	-54.3828	-146.537	54.3828
0.00903	200.714	-84.7815	115.937	-31.1554	200.718	-53.6261	-147.092	53.6261
0.00904	200.509	-84.4607	116.053	-31.592	200.513	-52.8687	-147.645	52.8687
0.00905	200.302	-84.1388	116.167	-32.0282	200.306	-52.1105	-148.195	52.1105
0.00906	200.091	-83.8156	116.279	-32.464	200.095	-51.3516	-148.743	51.3516
0.00907	199.878	-83.4913	116.39	-32.8993	199.882	-50.592	-149.29	50.592
0.00908	199.661	-83.1658	116.5	-33.3341	199.665	-49.8317	-149.834	49.8317
0.00909	199.442	-82.839	116.607	-33.7684	199.446	-49.0706	-150.376	49.0706
0.0091	199.22	-82.5112	116.713	-34.2023	199.224	-48.3088	-150.916	48.3088
0.00911	198.996	-82.1821	116.818	-34.6357	199	-47.5464	-151.453	47.5464
0.00912	198.768	-81.8519	116.92	-35.0686	198.772	-46.7833	-151.989	46.7833
0.00913	198.538	-81.5205	117.021	-35.501	198.542	-46.0195	-152.522	46.0195
0.00914	198.305	-81.1879	117.121	-35.9329	198.308	-45.2551	-153.053	45.2551
0.00915	198.068	-80.8542	117.218	-36.3642	198.072	-44.49	-153.582	44.49
0.00916	197.83	-80.5193	117.314	-36.7951	197.834	-43.7243	-154.109	43.7243
0.00917	197.588	-80.1833	117.409	-37.2254	197.592	-42.9579	-154.634	42.9579
0.00918	197.344	-79.8462	117.501	-37.6552	197.347	-42.191	-155.156	42.191
0.00919	197.096	-79.5079	117.592	-38.0845	197.1	-41.4234	-155.677	41.4234
0.0092	196.846	-79.1685	117.682	-38.5132	196.85	-40.6553	-156.195	40.6553
0.00921	196.593	-78.828	117.769	-38.9414	196.597	-39.8866	-156.711	39.8866
0.00922	196.338	-78.4864	117.855	-39.369	196.342	-39.1173	-157.224	39.1173
0.00923	196.079	-78.1436	117.94	-39.7961	196.083	-38.3475	-157.736	38.3475
0.00924	195.818	-77.7997	118.022	-40.2226	195.822	-37.5771	-158.245	37.5771
0.00925	195.554	-77.4547	118.103	-40.6486	195.558	-36.8062	-158.752	36.8062
0.00926	195.287	-77.1086	118.182	-41.0739	195.291	-36.0347	-159.256	36.0347
0.00927	195.018	-76.7615	118.26	-41.4987	195.021	-35.2628	-159.759	35.2628
0.00928	194.745	-76.4132	118.336	-41.9229	194.749	-34.4903	-160.259	34.4903
0.00929	194.47	-76.0638	118.41	-42.3464	194.474	-33.7174	-160.757	33.7174
0.0093	194.192	-75.7134	118.483	-42.7694	194.196	-32.944	-161.252	32.944
0.00931	193.912	-75.3619	118.553	-43.1918	193.915	-32.1701	-161.745	32.1701
0.00932	193.628	-75.0093	118.623	-43.6136	193.632	-31.3957	-162.236	31.3957
0.00933	193.342	-74.6557	118.69	-44.0347	193.346	-30.621	-162.725	30.621
0.00934	193.053	-74.3009	118.756	-44.4552	193.057	-29.8457	-163.211	29.8457
0.00935	192.761	-73.9452	118.82	-44.8751	192.765	-29.0701	-163.695	29.0701
0.00936	192.467	-73.5884	118.883	-45.2944	192.471	-28.294	-164.177	28.294
0.00937	192.17	-73.2305	118.943	-45.713	192.174	-27.5175	-164.656	27.5175
0.00938	191.87	-72.8716	119.002	-46.1309	191.874	-26.7407	-165.133	26.7407
0.00939	191.567	-72.5117	119.06	-46.5482	191.571	-25.9635	-165.608	25.9635
0.0094	191.262	-72.1507	119.115	-46.9648	191.266	-25.1858	-166.08	25.1858
0.00941	190.954	-71.7887	119.169	-47.3808	190.958	-24.4079	-166.55	24.4079
0.00942	190.643	-71.4257	119.222	-47.7961	190.647	-23.6296	-167.018	23.6296
0.00943	190.33	-71.0616	119.272	-48.2107	190.334	-22.8509	-167.483	22.8509
0.00944	190.014	-70.6966	119.321	-48.6246	190.018	-22.072	-167.946	22.072
0.00945	189.695	-70.3306	119.368	-49.0379	189.699	-21.2927	-168.406	21.2927
0.00946	189.373	-69.9635	119.414	-49.4504	189.377	-20.5131	-168.864	20.5131
0.00947	189.049	-69.5955	119.458	-49.8623	189.053	-19.7332	-169.32	19.7332
0.00948	188.722	-69.2264	119.5	-50.2734	188.726	-18.953	-169.773	18.953
0.00949	188.393	-68.8564	119.54	-50.6838	188.396	-18.1726	-170.224	18.1726
0.0095	188.06	-68.4854	119.579	-51.0935	188.064	-17.3919	-170.672	17.3919
0.00951	187.725	-68.1135	119.616	-51.5025	187.729	-16.611	-171.118	16.611
0.00952	187.388	-67.7405	119.651	-51.9107	187.392	-15.8298	-171.562	15.8298
0.00953	187.048	-67.3666	119.685	-52.3182	187.051	-15.0484	-172.003	15.0484
0.00954	186.705	-66.9918	119.717	-52.725	186.708	-14.2668	-172.442	14.2668
0.00955	186.359	-66.616	119.747	-53.131	186.363	-13.485	-172.878	13.485
0.00956	186.011	-66.2392	119.775	-53.5362	186.015	-12.703	-173.312	12.703
0.00957	185.66	-65.8615	119.802	-53.9407	185.664	-11.9208	-173.743	11.9208
0.00958	185.306	-65.4829	119.827	-54.3445	185.31	-11.1385	-174.172	11.1385
0.00959	184.95	-65.1034	119.851	-54.7474	184.954	-10.3559	-174.598	10.3559
0.0096	184.591	-64.7229	119.872	-55.1496	184.595	-9.57329	-175.022	9.57329
0.00961	184.23	-64.3415	119.892	-55.551	184.234	-8.79049	-175.443	8.79049
0.00962	183.866	-63.9591	119.911	-55.9516	183.87	-8.00757	-175.862	8.00757
0.00963	183.499	-63.5759	119.927	-56.3514	183.503	-7.22454	-176.278	7.22454
0.00964	183.13	-63.1918	119.942	-56.7504	183.134	-6.4414	-176.692	6.4414
0.00965	182.758	-62.8068	119.955	-57.1486	182.762	-5.65817	-177.104	5.65817
0.00966	182.384	-62.4208	119.967	-57.546	182.387	-4.87486	-177.513	4.87486
0.00967	182.007	-62.034	119.976	-57.9425	182.01	-4.09149	-177.919	4.09149
0.00968	181.627	-61.6463	119.984	-58.3383	181.631	-3.30805	-178.323	3.30805
0.00969	181.245	-61.2578	119.991	-58.7332	181.249	-2.52457	-178.724	2.52457
0.0097	180.86	-60.8683	119.995	-59.1273	180.864	-1.74105	-179.123	1.74105
0.00971	180.473	-60.478	119.998	-59.5205	180.476	-0.957502	-179.519	0.957502
0.00972	180.083	-60.0869	120	-59.9129	180.086	-0.173945	-179.913	0.173945
0.00973	179.69	-59.6948	119.999	-60.3045	179.694	0.609615	-180.304	-0.609615
0.00974	179.295	-59.302	119.997	-60.6951	179.299	1.39317	-180.692	-1.39317
0.00975	178.898	-58.9083	119.993	-61.085	178.901	2.1767	-181.078	-2.1767
0.00976	178.498	-58.5137	119.987	-61.4739	178.501	2.9602	-181.461	-2.9602
0.00977	178.095	-58.1183	119.98	-61.862	178.099	3.74366	-181.842	-3.74366
0.00978	177.69	-57.7221	119.971	-62.2492	177.693	4.52706	-182.22	-4.52706
0.00979	177.282	-57.3251	119.96	-62.6355	177.286	5.3104	-182.596	-5.3104
0.0098	176.872	-56.9273	119.948	-63.021	176.875	6.09367	-182.969	-6.09367
0.00981	176.459	-56.5286	119.934	-63.4055	176.463	6.87685	-183.339	-6.87685
0.00982	176.044	-56.1292	119.918	-63.7891	176.047	7.65993	-183.707	-7.65993
0.00983	175.626	-55.7289	119.901	-64.1718	175.63	8.4429	-184.072	-8.4429
0.00984	175.206	-55.3279	119.881	-64.5537	175.209	9.22575	-184.435	-9.22575
0.00985	174.783	-54.9261	119.86	-64.9346	174.787	10.0085	-184.795	-10.0085
0.00986	174.358	-54.5235	119.838	-65.3145	174.361	10.7911	-185.152	-10.7911
0.00987	173.93	-54.1201	119.813	-65.6936	173.934	11.5735	-185.507	-11.5735
0.00988	173.5	-53.7159	119.787	-66.0717	173.503	12.3557	-185.859	-12.3557
0.00989	173.067	-53.311	119.76	-66.4488	173.071	13.1378	-186.209	-13.1378
0.0099	172.632	-52.9053	119.73	-66.8251	172.636	13.9197	-186.555	-13.9197
0.00991	172.195	-52.4989	119.699	-67.2004	172.198	14.7014	-186.899	-14.7014
0.00992	171.755	-52.0918	119.666	-67.5747	171.758	15.4829	-187.241	-15.4829
0.00993	171.312	-51.6838	119.632	-67.948	171.316	16.2642	-187.58	-16.2642
0.00994	170.867	-51.2752	119.595	-68.3204	170.871	17.0452	-187.916	-17.0452
0.00995	170.42	-50.8658	119.558	-68.6919	170.423	17.826	-188.249	-17.826
0.00996	169.97	-50.4557	119.518	-69.0623	169.974	18.6066	-188.58	-18.6066
0.00997	169.518	-50.0449	119.477	-69.4318	169.521	19.3869	-188.908	-19.3869
0.00998	169.063	-49.6334	119.433	-69.8003	169.067	20.1669	-189.234	-20.1669
0.00999	168.607	-49.2212	119.389	-70.1677	168.61	20.9466	-189.556	-20.9466
0.01	168.147	-48.8082	119.342	-70.5342	168.151	21.726	-189.877	-21.726
0.01001	167.685	-48.3946	119.294	-70.8997	167.689	22.5051	-190.194	-22.5051
0.01002	167.221	-47.9803	119.244	-71.2642	167.225	23.2839	-190.509	-23.2839
0.01003	166.755	-47.5653	119.193	-71.6277	166.758	24.0624	-190.82	-24.0624
0.01004	166.286	-47.1496	119.14	-71.9901	166.289	24.8405	-191.13	-24.8405
0.01005	165.815	-46.7333	119.085	-72.3515	165.818	25.6183	-191.436	-25.6183
0.01006	165.341	-46.3163	119.028	-72.7119	165.344	26.3957	-191.74	-26.3957
0.01007	164.865	-45.8986	118.97	-73.0713	164.868	27.1727	-192.041	-27.1727
0.01008	164.387	-45.4803	118.91	-73.4296	164.39	27.9493	-192.339	-27.9493
0.01009	163.906	-45.0614	118.848	-73.7869	163.909	28.7256	-192.635	-28.7256
0.0101	163.423	-44.6418	118.785	-74.1432	163.426	29.5014	-192.928	-29.5014
0.01011	162.938	-44.2215	118.72	-74.4983	162.941	30.2768	-193.218	-30.2768
0.01012	162.45	-43.8007	118.653	-74.8525	162.454	31.0518	-193.505	-31.0518
0.01013	161.96	-43.3792	118.585	-75.2055	161.964	31.8263	-193.79	-31.8263
0.01014	161.468	-42.9571	118.514	-75.5575	161.471	32.6004	-194.072	-32.6004
0.01015	160.974	-42.5343	118.443	-75.9084	160.977	33.3741	-194.351	-33.3741
0.01016	160.477	-42.111	118.369	-76.2583	160.48	34.1472	-194.627	-34.1472
0.01017	159.978	-41.6871	118.294	-76.607	159.981	34.9199	-194.901	-34.9199
0.01018	159.477	-41.2626	118.217	-76.9547	159.48	35.6921	-195.172	-35.6921
0.01019	158.973	-40.8375	118.139	-77.3012	158.976	36.4637	-195.44	-36.4637
0.0102	158.467	-40.4118	118.058	-77.6467	158.47	37.2349	-195.705	-37.2349
0.01021	157.959	-39.9856	117.977	-77.9911	157.962	38.0055	-195.968	-38.0055
0.01022	157.449	-39.5588	117.893	-78.3343	157.452	38.7756	-196.227	-38.7756
0.01023	156.936	-39.1314	117.808	-78.6765	156.939	39.5451	-196.484	-39.5451
0.01024	156.421	-38.7034	117.721	-79.0175	156.424	40.3141	-196.738	-40.3141
0.01025	155.904	-38.275	117.632	-79.3574	155.907	41.0825	-196.99	-41.0825
0.01026	155.385	-37.8459	117.542	-79.6962	155.388	41.8503	-197.238	-41.8503
0.01027	154.863	-37.4164	117.45	-80.0338	154.866	42.6175	-197.484	-42.6175
0.01028	154.34	-36.9863	117.356	-80.3704	154.343	43.3841	-197.727	-43.3841
0.01029	153.814	-36.5556	117.261	-80.7057	153.817	44.1501	-197.967	-44.1501
0.0103	153.286	-36.1245	117.164	-81.0399	153.289	44.9154	-198.204	-44.9154
0.01031	152.755	-35.6928	117.066	-81.373	152.759	45.6802	-198.439	-45.6802
0.01032	152.223	-35.2607	116.965	-81.7049	152.226	46.4442	-198.67	-46.4442
0.01033	151.688	-34.828	116.864	-82.0357	151.692	47.2077	-198.899	-47.2077
0.01034	151.152	-34.3948	116.76	-82.3652	151.155	47.9704	-199.125	-47.9704
0.01035	150.613	-33.9612	116.655	-82.6937	150.616	48.7325	-199.348	-48.7325
0.01036	150.072	-33.527	116.548	-83.0209	150.075	49.4938	-199.569	-49.4938
0.01037	149.529	-33.0924	116.439	-83.347	149.532	50.2545	-199.786	-50.2545
0.01038	148.983	-32.6574	116.329	-83.6718	148.986	51.0145	-200.001	-51.0145
0.01039	148.436	-32.2218	116.217	-83.9955	148.439	51.7737	-200.213	-51.7737
0.0104	147.887	-31.7858	116.104	-84.318	147.889	52.5322	-200.422	-52.5322
0.01041	147.335	-31.3494	115.988	-84.6393	147.338	53.2899	-200.628	-53.2899
0.01042	146.781	-30.9125	115.872	-84.9594	146.784	54.0469	-200.831	-54.0469
0.01043	146.225	-30.4751	115.753	-85.2783	146.228	54.8031	-201.031	-54.8031
0.01044	145.668	-30.0373	115.633	-85.5959	145.67	55.5586	-201.229	-55.5586
0.01045	145.108	-29.5991	115.511	-85.9124	145.111	56.3132	-201.424	-56.3132
0.01046	144.546	-29.1605	115.388	-86.2276	144.549	57.0671	-201.616	-57.0671
0.01047	143.982	-28.7215	115.263	-86.5416	143.984	57.8201	-201.805	-57.8201
0.01048	143.415	-28.282	115.136	-86.8544	143.418	58.5723	-201.991	-58.5723
